Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
OTX2	64.4113	60.2165	325.38	386.134	325.38	64.4113	7.76547	7.82758	1	1	11.6997	1	1
OTX2-AS1	1.02458	1.08137	1.0846	1.17548	1.0846	1.02458	1.14029	1.04499	1	1	1.1056	1.54169	1
OVOL2	4.03293	3.49933	4.66554	4.23385	4.66554	4.03293	2.50044	1.74028	4.49403	4.99517	1.9991	21.5619	7.75069
OXCT1	24.1793	24.8382	11.5784	14.5611	11.5784	24.1793	13.1807	15.5813	11.1641	9.85239	12.2859	3.15081	18.8729
OXCT1-AS1	1.21537	1.07923	1.08237	1	1.08237	1.21537	1.2049	1.36141	1.52922	1.2004	1.11568	1	1.13977
OXT	1	1	1	1	1	1	1	1	1.39369	3.68423	1	21.0603	2.76405
P2RX5	3.34152	3.90841	1.24526	1.04705	1.24526	3.34152	1.06127	1.07133	1.09843	1.05684	1.05763	2.54195	2.90322
P2RX5-TAX1BP3	1.47156	1.61937	1.5308	1.56968	1.5308	1.47156	1.39954	1.40285	1.13831	1.14604	1.49617	1.38667	1.67815
P2RY1	16.6338	16.8632	4.71279	5.8895	4.71279	16.6338	3.43419	3.7207	14.1935	10.6186	3.82923	1	2.63625
P4HB	106.976	100.182	187.921	149.804	187.921	106.976	127.878	97.4939	171.41	355.859	136.765	675.426	699.366
PAAF1	20.1338	20.6354	22.8471	24.2598	22.8471	20.1338	46.639	44.8322	11.2047	14.883	38.6985	9.08198	6.20392
PABPC1P2	1	1.01617	1	1	1	1	1.02787	1.04022	1.20742	1	1	1	1
PACS1	7.66201	8.09953	18.1147	13.3692	18.1147	7.66201	9.18015	7.47081	12.4696	9.38791	11.1391	8.00338	7.88511
PAEP	1	1	1.10325	1	1.10325	1	1	1	2.40601	1	1	1	1
PAGE5	1	1	1.93279	2.39311	1.93279	1	1	1	1	1	1	1	1
PAICS	321.344	326.648	141.146	184.92	141.146	321.344	318.831	384.907	25.2815	36.2671	281.996	13.358	68.4279
PALLD	30.7725	32.6277	12.7408	18.1433	12.7408	30.7725	41.7295	45.8864	48.1627	14.7733	46.471	48.5155	23.8199
PALMD	1.02301	1.0254	1.15843	1.13145	1.15843	1.02301	1.02189	1.10532	2.8521	1.9445	1.22248	3.02835	11.4167
PANX1	27.3366	28.7967	16.3536	22.4212	16.3536	27.3366	13.1429	17.9482	9.81282	11.2909	16.1065	4.28552	7.18048
PAPOLG	8.1506	9.50469	9.69327	11.1568	9.69327	8.1506	9.35169	11.4719	4.20971	4.15418	8.96706	2.67132	2.71635
PARD6A	2.44836	1.79913	1.11855	1.07377	1.11855	2.44836	1.29491	1.09457	2.15548	1.44956	1.88893	5.5845	7.74345
PARD6B	5.09968	5.85272	3.45854	3.88297	3.45854	5.09968	4.66469	4.57104	5.4776	8.61849	3.6077	10.8053	4.08412
PARN	33.0649	32.5051	25.345	34.7906	25.345	33.0649	19.7787	24.8941	9.86163	12.0061	18.4212	13.0476	11.1724
PARP8	10.9563	11.6101	5.36007	5.68416	5.36007	10.9563	12.4868	15.8752	3.44379	3.41271	10.9291	3.4545	3.16978
PATE1	1.0419	1	1	1	1	1.0419	1	1	1	1	1	1	1
PATE2	1.03813	1.04208	1.04374	1	1.04374	1.03813	1	1.0349	1.0284	1	1	1	1
PAX3	1.12761	1.18863	1.11935	1.30527	1.11935	1.12761	12.711	14.5752	1.01488	1.0472	17.6327	1	1
PAX4	1.03025	1	1.13884	1	1.13884	1.03025	1	1	3.23129	2.6245	1	1.66748	1.0586
PAX6	1.30388	1.29006	2.68597	3.3346	2.68597	1.30388	1.38441	1.34581	1.60654	1.74476	1.93234	1.36095	1.57033
PAX8	1.04765	1.04697	1.01822	1	1.01822	1.04765	2.75309	1.81407	2.14842	2.44105	3.88374	2.39832	2.04334
PAX8-AS1	1.05371	1.14271	1.02511	1.04544	1.02511	1.05371	1.10219	1.13653	10.3868	7.85191	1.06836	28.5572	3.61168
PAX9	1.26357	1.27011	1.32401	1.02688	1.32401	1.26357	2.27167	2.03389	1.02806	1	1.80891	1.4145	1.03639
PAXIP1-AS1	4.48892	4.58804	2.27373	2.20781	2.27373	4.48892	2.9614	2.62089	6.61289	9.13805	3.01583	6.82777	13.0232
PBLD	2.21515	2.59772	4.06051	3.52093	4.06051	2.21515	1.93791	2.17513	40.4806	116.655	2.50228	192.166	31.924
PBOV1	1.02378	1.0525	1.05458	1.03396	1.05458	1.02378	1	1	1.05317	1	1	1	1
PBX1	57.8189	61.1543	19.7739	19.1782	19.7739	57.8189	22.8991	23.1244	34.1289	21.6329	25.1011	15.3164	13.7665
PBX3	21.5299	20.1981	21.8364	21.8318	21.8364	21.5299	8.209	9.5163	20.7407	7.15951	21.5646	6.72074	6.48794
PCA3	1	1.10246	1.01775	1.04419	1.01775	1	1	1	1.11532	1.04882	1	1	1.02988
PCDH15	1.09481	1.02001	1.07048	1.15418	1.07048	1.09481	1.05603	1.04492	1.31735	1.02382	1.1476	1	1
PCDH9-AS2	1	1	1	1	1	1	1	1	1	1	1	1	1
PCDHGA1	1.45752	1.53166	1.16583	1.03426	1.16583	1.45752	1.09142	1.13188	1.32311	1	1.10353	1	1.1864
PCDHGA2	1.17449	1.23917	1.02475	1.09319	1.02475	1.17449	1.167	1.14057	2.2708	1.41077	1.07071	1	1.92925
PCDHGA3	1.14318	1.07912	1.08226	1.06819	1.08226	1.14318	1	1.0878	1.67289	1.15091	1.12881	1	1.32312
PCDHGA4	1.50956	1.65069	1.35058	1.15776	1.35058	1.50956	1.21206	1.204	2.06123	1.1391	1.21549	1	1.51492
PCDHGA5	1.36619	1.48497	1.25209	1.17431	1.25209	1.36619	1.02324	1.02233	2.63502	1.48174	1.02614	1	1.66129
PCDHGA6	1.65474	1.48174	1.38952	1.24241	1.38952	1.65474	1.06891	1.06659	3.01565	1.54209	1	1	1.7507
PCDHGA7	1.24558	1.39115	1.15028	1.02914	1.15028	1.24558	1.04263	1.05602	1.77137	1.20967	1.04813	1	1.4312
PCDHGB1	2.07847	2.46076	1.56245	1.66503	1.56245	2.07847	1.62963	1.60569	1.7123	1.07739	1.63191	1	1.09486
PCDHGB2	1.8812	2.43178	2.20765	1.3845	2.20765	1.8812	1.72193	1.48351	2.22199	1.36711	1.60477	1	1.3789
PCDHGB3	1.53635	1.72647	1.30769	1.27852	1.30769	1.53635	1.11596	1.11157	1.86293	1.07698	1.0262	1	1.70757
PCED1B	2.6133	2.34435	2.1334	1.25673	2.1334	2.6133	1.90884	1.78404	2.34195	3.14004	1.99022	3.18097	3.04137
PCLO	2.91517	2.90862	1.41194	1.56969	1.41194	2.91517	1.34157	1.30613	4.02203	2.49287	1.44226	1.85207	2.65672
PCM1	31.3513	33.8017	33.6691	41.8411	33.6691	31.3513	39.1999	50.6155	25.8678	20.7319	42.9952	15.2682	9.85235
PCNT	7.37287	7.29985	8.20923	8.6616	8.20923	7.37287	3.98132	3.72339	6.56525	5.30342	4.26414	4.47572	7.864
PCNX	14.6337	15.0653	14.9866	16.7507	14.9866	14.6337	11.3301	12.83	12.7117	19.7969	10.2126	7.03808	5.77794
PCSK1	1.63884	1.70526	1.0407	1.05066	1.0407	1.63884	1.18033	1.22173	14.0935	7.55576	1.43233	1.96825	7.18489
PCSK2	1.52555	1.56685	7.71535	7.19159	7.71535	1.52555	1.25587	1.21259	2.72228	1.32024	1.61587	1.26882	2.5692
PCYOX1	26.0303	28.1237	40.1528	48.5825	40.1528	26.0303	42.5477	45.4476	25.4287	43.3611	38.5285	3.78602	18.5462
PCYOX1L	11.5216	10.1974	5.64733	6.08589	5.64733	11.5216	13.6676	13.6772	13.3158	27.4384	11.402	2.53884	8.15984
PDCD1	1	1.0316	1.03285	1	1.03285	1	1	1	1.10667	1.20349	1	1.6316	2.94076
PDCD4	10.2072	12.7278	13.6105	13.9025	13.6105	10.2072	16.1069	19.989	61.6611	74.5565	14.3903	84.0211	42.2563
PDCD4-AS1	2.2067	2.03213	1.83073	1.77543	1.83073	2.2067	1.71752	1.85598	4.10171	3.16795	1.74533	2.33125	2.46095
PDE3A	4.49023	5.03227	1.18742	1.08593	1.18742	4.49023	1.19629	1.43278	32.6925	43.8927	1.61863	4.21158	9.47388
PDE4B	7.65065	8.11016	9.53563	13.9604	9.53563	7.65065	12.3295	15.929	4.2827	3.13583	14.8226	4.60071	5.68359
PDE5A	11.2522	11.4464	5.72497	5.08133	5.72497	11.2522	5.7296	6.28449	30.7044	6.51541	5.37122	5.06932	7.27285
PDE6A	1.02009	1.02218	1	1	1	1.02009	1	1	1.44934	1.50696	1.01079	1	1.19384
PDE8A	7.01513	6.84955	7.04564	7.34791	7.04564	7.01513	3.97224	3.54653	26.2719	25.0265	4.02197	15.022	15.9505
PDHA1	34.5814	34.159	52.6752	61.3752	52.6752	34.5814	35.5551	34.7028	16.6931	20.426	33.1312	51.0663	49.0302
PDIA5	18.7398	17.3292	34.8352	35.6957	34.8352	18.7398	11.9409	9.89052	16.9513	25.092	14.2028	3.4105	7.4505
PDP1	25.7666	26.5476	16.6051	18.363	16.6051	25.7666	6.29213	7.28648	21.2727	26.6289	7.60345	3.99147	7.59594
PDS5B	21.628	22.9727	20.9299	25.8684	20.9299	21.628	21.3306	24.9883	11.8996	9.57911	20.7446	6.92424	5.00102
PDX1	1	1	1	1	1	1	1.04388	1.04222	2.82163	1.83728	1.04955	47.2427	23.3498
PDX1-AS1	1	1	1	1	1	1	1.02891	1	1.04528	1	1	1	1.29432
PER3	4.50118	5.09671	2.22553	2.29164	2.22553	4.50118	2.72386	2.63179	4.12859	2.12483	2.4477	4.97569	4.42576
PER4	1	1	1	1	1	1	1	1	1.09083	1	1	1	1
PEX11A	2.92079	2.5933	3.12929	3.21371	3.12929	2.92079	5.07334	5.23864	6.06927	8.78821	4.94948	18.4494	8.94061
PEX7	9.76354	8.83192	7.32739	7.89818	7.32739	9.76354	9.25611	10.0777	7.14504	9.07658	7.97988	6.67284	4.32074
PFDN1	46.1699	43.5304	53.5548	51.9197	53.5548	46.1699	58.3601	52.8807	19.8166	26.6936	62.0439	64.7249	53.0695
PFKP	26.9713	27.8422	10.9574	8.95117	10.9574	26.9713	11.1493	7.89032	14.8906	6.00956	12.2923	77.0566	19.7017
PFN4	1.38271	1.1056	1	1.13665	1	1.38271	1.18205	1	1.56932	1.37978	1.30833	1	1
PGAP1	15.6638	16.6532	24.0769	26.7102	24.0769	15.6638	18.6863	22.3061	7.89613	8.45991	17.112	1.98981	4.14684
PGM2L1	23.0786	24.4153	10.089	11.4092	10.089	23.0786	7.30845	8.58196	8.17191	1.69031	8.00957	1.43393	4.08506
PHACTR3	1.18701	1.24635	1.03201	1.15937	1.03201	1.18701	1.292	1.48524	3.23058	2.60826	2.28874	2.84616	3.80937
PHC1	41.3332	41.3946	4.70126	4.4061	4.70126	41.3332	3.71377	3.80054	1.69484	1.87998	3.79244	1.52738	2.10603
PHEX-AS1	1.03208	1.03541	1	1	1	1.03208	1	1	1.0478	1	1	1	1
PHF12	18.473	16.3326	17.497	15.8094	17.497	18.473	9.96438	9.15922	12.8425	11.7035	11.2757	6.62637	9.90296
PHF20	22.7381	23.4641	26.0523	27.6919	26.0523	22.7381	27.0846	28.1976	9.4604	7.55392	23.5662	6.70298	7.52606
PHKA2	11.0866	11.0869	9.08847	9.02048	9.08847	11.0866	7.79555	7.75115	12.4381	14.8833	7.27971	10.2793	6.31158
PHKB	17.2919	17.5627	25.3243	28.1088	25.3243	17.2919	20.37	23.0715	16.8007	20.5952	20.2941	16.3478	12.2848
PHLDA3	6.4127	5.50267	4.77449	1.4162	4.77449	6.4127	4.68433	2.6389	7.41789	3.66608	4.09871	4.68311	14.2593
PHOX2B	1	1	1	1	1	1	1.01839	1.08847	23.4758	1.53388	1.3115	1	8.32423
PHTF2	12.6531	14.0109	10.5369	14.0881	10.5369	12.6531	14.4201	18.7095	7.90965	5.43439	14.5744	3.82773	3.6644
PHYHIPL	1.1868	1.14217	1.27965	1.62028	1.27965	1.1868	2.03883	2.827	8.25704	8.68029	4.87036	10.9718	11.7367
PI15	1.41009	1.49878	1.17285	1.14341	1.17285	1.41009	1.10351	1.1149	2.541	2.33273	1.19778	1	5.74569
PIBF1	9.48894	10.3896	9.94278	9.71624	9.94278	9.48894	20.9761	26.5616	9.07609	7.16427	19.1768	4.72148	3.72238
PIGH	6.78417	5.53738	4.88331	6.33027	4.88331	6.78417	8.67215	10.4527	10.1096	17.3876	9.58638	18.9826	16.3306
PIGL	8.72238	8.1872	11.8442	7.08988	11.8442	8.72238	9.33382	7.2243	6.96399	7.75039	6.0143	7.39094	3.35727
PIK3C2A	43.0363	46.2301	31.6683	40.385	31.6683	43.0363	35.9645	41.0654	17.9032	19.4318	35.1491	9.9076	10.6557
PIK3C3	18.9567	20.1652	22.917	28.6043	22.917	18.9567	28.3411	32.5266	12.5336	13.7678	26.5203	6.04199	3.80317
PIK3CB	14.6268	15.3004	23.1565	26.1413	23.1565	14.6268	9.35674	10.8595	13.871	19.0429	7.55039	12.1339	7.30623
PIK3IP1	1.92302	1.74337	1.9117	1.64123	1.9117	1.92302	1.97376	1.61708	10.9467	8.52682	1.88431	9.24837	17.6065
PIK3R3	10.154	10.5605	10.9611	14.0559	10.9611	10.154	12.8272	18.0254	5.32999	2.82246	16.4217	3.41574	14.3666
PIP5K1P1	1.96045	1.65694	2.07093	2.21696	2.07093	1.96045	1.91369	2.07725	1.18148	1.12801	1.85727	1	1.1567
PITPNC1	7.96572	8.94616	4.49893	5.64538	4.49893	7.96572	3.95182	4.87033	2.53061	1.70586	5.06606	3.14293	4.00043
PIWIL2	1.28654	1.43922	1.07306	1.02273	1.07306	1.28654	1.10601	1.05828	2.49478	3.90067	1.0513	1.70059	1.95323
PKDCC	9.06301	8.5338	8.01358	3.27564	8.01358	9.06301	2.0409	1.6531	57.7863	61.3003	3.8615	6.24162	56.5864
PKIB	108.711	106.625	51.0058	67.0011	51.0058	108.711	1.74551	2.47289	19.0266	34.1583	2.62296	43.4108	5.86684
PKNOX2	2.30154	2.43645	1.99558	1.39827	1.99558	2.30154	12.1738	7.41028	4.15272	2.03886	9.68812	1.68186	1.7781
PKP1	1.05272	1.02327	1	1.01505	1	1.05272	1	1	1.23585	1.09147	1	1.69555	1.75298
PKP2	13.5299	13.0505	23.9018	28.7611	23.9018	13.5299	17.0252	14.053	17.9816	11.9421	16.8478	14.7647	25.1649
PKP4	35.3453	35.9684	31.6602	32.561	31.6602	35.3453	36.633	38.2331	16.3716	20.4305	32.7388	16.8058	16.8801
PLA2G10	1.48226	1.22811	1.1581	1.19676	1.1581	1.48226	1	1	1.20511	1.49117	1.14801	10.1878	3.9589
PLA2G2D	1	1	1	1	1	1	1	1	1	1.14659	1	1	1.51061
PLA2G2F	1	1	1	1	1	1	1	1	1.01619	1	1	1.47854	1
PLA2G4A	2.60451	2.46093	1.1841	1.25777	1.1841	2.60451	7.23955	5.95653	4.4527	7.72601	5.84744	8.50867	10.9648
PLA2G5	1	1	1	1	1	1	1	1	1.04817	1	1	2.42715	2.19033
PLAA	35.3329	36.8862	23.4217	33.3566	23.4217	35.3329	25.1175	33.0993	9.0767	8.36154	25.2407	10.3569	8.12548
PLAGL2	11.9327	11.4402	9.7038	10.1869	9.7038	11.9327	21.0683	23.0771	33.9719	66.8852	18.4919	4.96478	13.1223
PLB1	1.02223	1.03682	1	1.03176	1	1.02223	1	1.02034	2.45007	49.3386	1.03584	1.24461	1.0644
PLBD1	13.204	12.5479	8.47292	10.5715	8.47292	13.204	12.8801	10.0578	40.3046	25.9424	10.5433	7.28009	20.9717
PLCL1	1.03412	1.03766	1.04894	1.03655	1.04894	1.03412	1.08928	1.12494	4.38333	1.65238	1.13746	1.56241	1.41137
PLCXD1	1	1	1	1	1	1	1	1	1	1	1	1	1
PLEKHA5	45.6543	47.9762	26.5577	33.3833	26.5577	45.6543	20.6884	23.2025	19.8552	17.5674	20.7735	13.7322	8.16845
PLEKHB1	9.50539	8.91974	13.1079	11.7209	13.1079	9.50539	5.41747	4.17365	3.13405	3.38104	4.65979	11.6441	18.9306
PLEKHF2	9.05354	9.45158	7.83389	9.1097	7.83389	9.05354	6.47822	7.62881	11.1456	11.6796	7.05781	12.7651	11.6722
PLEKHG1	1.93218	1.92593	1.51696	1.39935	1.51696	1.93218	1.95337	2.32961	4.28348	3.57194	3.89553	3.73085	5.61414
PLEKHG4	1.71579	1.76134	3.03738	1.80255	3.03738	1.71579	1.20657	1.08186	4.18357	3.92475	1.16469	1.56207	3.04712
PLEKHG5	3.58956	3.25839	6.76925	3.21876	6.76925	3.58956	2.82667	1.65903	8.81972	7.11516	2.66896	3.43522	6.91403
PLEKHG7	1	1	1.02047	1.05094	1.02047	1	1	1	1.1994	1.52066	1	1	1.17233
PLEKHH2	3.55766	4.08184	2.60661	2.05179	2.60661	3.55766	2.12425	2.00753	9.11535	4.64968	1.69554	1.71138	1.7805
PLGLB1	1	1	1	1	1	1	1	1	1.11413	1.05239	1	1	1
PLGLB2	1	1	1	1	1	1	1	1	1.1114	1.05136	1	1	1
PLIN1	1.02031	1.06726	1	1.14506	1	1.02031	1.07731	1.07438	1.14752	1.17634	1.08729	2.78982	14.5508
PLK2	14.1946	13.6781	16.3805	25.8017	16.3805	14.1946	26.1463	32.9482	12.1139	10.7223	28.6677	8.42829	6.4541
PLOD2	18.8772	19.1993	43.9743	55.3887	43.9743	18.8772	68.0529	75.2177	36.296	52.0853	53.7117	15.8967	11.9339
PLRG1	45.1537	44.2056	101.985	154.857	101.985	45.1537	45.2855	56.8721	15.472	17.3933	48.8729	23.4951	10.6213
PLXDC2	10.0973	10.7303	4.23852	4.86238	4.23852	10.0973	3.74133	3.53783	8.28565	8.23026	3.88591	2.10781	5.12775
PMCHL1	1	1	1	1	1	1	1	1	1	1	1	1	1
PMF1	58.5489	50.7523	58.703	46.1815	58.703	58.5489	46.123	34.7924	30.9496	31.8249	44.6854	41.202	40.4276
PMF1-BGLAP	4.30928	1.56605	4.65351	4.0303	4.65351	4.30928	5.79829	4.46366	3.88146	6.77885	5.06232	12.5084	1
PMFBP1	1.47325	1.59681	3.16046	2.86378	3.16046	1.47325	1.69103	1.35575	1.94375	2.4664	1.59903	1	2.69772
PMS1	34.3551	33.5533	25.4488	29.3892	25.4488	34.3551	33.4886	41.7783	8.30925	6.96409	31.658	2.58092	5.249
PNPLA1	1	1	1.08692	1	1.08692	1	1	1	1.39521	1.99694	1	3.22713	1.4399
POFUT1	12.6035	12.0947	16.4284	16.0096	16.4284	12.6035	21.4985	18.6752	44.4884	71.1203	19.274	12.7354	30.0118
POGLUT1	10.3632	10.5844	8.41425	12.4727	8.41425	10.3632	13.2572	16.7324	6.76202	7.20245	13.7952	3.16766	9.40405
POLD3	21.3162	23.1033	14.0913	17.9612	14.0913	21.3162	29.5301	34.8438	8.36977	6.94051	28.0412	8.30518	15.2805
POM121L10P	1	1	1	1	1	1	1	1	1.00458	1.01867	1	1.1478	1
POM121L9P	1.07618	1.08408	1	1	1	1.07618	1	1	1.02434	1.04291	1.01169	1	1.33602
POP4	10.1692	9.62721	9.99922	12.8944	9.99922	10.1692	9.36826	12.4027	6.65539	6.91764	11.143	21.1471	13.2003
POSTN	1.35305	1.51712	1.39556	1.60501	1.39556	1.35305	12.4577	13.0918	143.003	7.86877	18.648	1.42492	28.0069
POTEB	1	1	1	1	1	1	1	1	1	1	1	1	1
POTEB2	1	1	1	1	1	1	1	1	1	1	1	1	1
POTEG	1	1	1	1	1	1	1	1	1	1	1	1	1
POTEH-AS1	1	1	1	1	1	1	1	1	1	1	1	1	1
POTEI	1	1	1	1	1	1	1	1	1	1.01425	1	1	1
POTEJ	1	1	1	1	1	1	1	1	1	1.01403	1	1.39136	1
POU4F1	1.10594	1.11692	1.06946	1.12967	1.06946	1.10594	1.35995	1.374	1.03384	1.02387	3.77988	1	1.02923
POU5F2	1	1	1.05746	1	1.05746	1	1	1	1.07458	1	1	2.10907	1.09739
PPAP2B	19.3226	18.075	9.05785	12.1848	9.05785	19.3226	16.3386	15.8535	28.1669	36.9086	16.1443	7.5864	41.9141
PPAT	39.1248	38.6122	18.8129	24.1286	18.8129	39.1248	47.9697	58.1394	5.08593	6.92581	42.8757	2.031	5.49494
PPEF2	1	1	1.01953	1	1.01953	1	1	1	1.01269	1.02686	1	1	1
PPFIA2	1.95719	2.26695	3.09103	3.69969	3.09103	1.95719	1.84877	2.27897	3.84515	2.00702	2.50971	1	1.26607
PPIAL4G	1	1.11291	1	1	1	1	1	1	1	1	1.21979	1	1.60323
PPIC	11.2702	11.8089	16.0031	20.4285	16.0031	11.2702	4.47519	4.77948	19.8816	12.3502	6.80035	26.8084	29.2268
PPIE	35.3257	34.128	26.6883	32.4146	26.6883	35.3257	54.4621	50.328	24.5534	31.1523	48.2812	37.6112	15.2757
PPIG	68.2327	67.9481	50.6073	67.1991	50.6073	68.2327	73.2112	87.7407	29.3462	32.4494	73.666	50.5469	26.3372
PPIH	62.4158	56.1361	39.5994	55.9775	39.5994	62.4158	77.3947	83.223	18.0467	23.8423	74.4552	21.4629	14.3032
PPM1A	21.7144	22.913	14.4274	19.0495	14.4274	21.7144	17.3897	20.9303	17.5098	15.661	17.236	27.9838	11.987
PPME1	21.3105	20.2497	17.3397	18.9041	17.3397	21.3105	45.4735	46.4236	12.6995	12.0421	38.7243	10.5938	15.5702
PPP1R1C	2.64899	2.80233	2.88199	3.75332	2.88199	2.64899	6.20236	5.93021	1.37708	1.39099	4.50836	1	1
PPP1R3B	18.4738	18.8111	44.4437	41.4426	44.4437	18.4738	4.41407	4.63917	36.764	34.1839	4.78905	2.56866	7.07768
PPP2R3A	9.97285	9.50089	6.5961	7.63079	6.5961	9.97285	10.3341	11.841	7.73784	5.05954	10.4	5.02724	2.41389
PPP3CB	33.0533	32.7498	38.1328	43.3905	38.1328	33.0533	28.9681	35.5458	24.2224	21.0096	27.8374	19.1479	20.1725
PPP4R4	12.3104	12.0931	2.79697	2.3533	2.79697	12.3104	3.54724	4.61927	1.10002	1	3.52399	1	1
PPP6C	38.0126	40.3824	30.6651	40.2696	30.6651	38.0126	36.2183	45.7141	16.875	14.7112	36.3504	25.123	19.1259
PPTC7	12.2689	13.5732	10.3215	12.4912	10.3215	12.2689	11.7064	12.6972	9.53692	10.4724	10.9853	8.46228	8.50321
PPWD1	36.9346	37.5057	32.1149	38.1362	32.1149	36.9346	39.3731	44.9212	20.4813	23.4844	39.1269	11.1421	8.0853
PPY	1	1	1	1	1	1	1.20543	1	1.32023	4.46182	1	1	1
PRB1	1	1	1	1	1	1	1	1	1	1	1	1	1
PRB2	1	1.04926	1	1	1	1	1	1	1	1	1	1	1.17343
PRDM10	7.40478	7.60693	6.26402	6.03792	6.26402	7.40478	5.73998	6.2719	5.42794	5.32171	5.80533	4.58645	3.2593
PRDM15	3.72501	3.91652	2.91192	2.86045	2.91192	3.72501	3.21143	3.09573	2.97294	2.97704	2.99225	3.50757	2.94142
PRDM6	1	1.02136	1.02221	1.05527	1.02221	1	1	1.05314	1.87979	1.1527	1.06237	1	1.48631
PRDM8	1	1	1	1	1	1	1.07127	1.13662	3.08777	1.16224	1.2803	1	2.22684
PRG1	1.18904	1	1	1	1	1.18904	1	1	1	1	1	1	1
PRICKLE1	45.8427	46.6912	15.2535	20.5714	15.2535	45.8427	30.097	30.4269	5.62022	2.99225	22.2927	1	1.9643
PRKAB1	15.4728	14.0913	12.1276	12.1859	12.1276	15.4728	15.6918	15.6808	29.6841	22.9459	16.5197	48.6874	26.2631
PRKACB	23.3079	25.453	14.54	16.4126	14.54	23.3079	28.4507	37.2359	36.9667	15.9265	28.2004	5.21013	9.16347
PRKAG2-AS1	1.74462	1.41092	1.42716	1.26582	1.42716	1.74462	1.17714	1.08519	3.49746	10.2817	1.09998	7.23479	12.6852
PRKCA	6.59347	6.97619	2.36846	2.76691	2.36846	6.59347	3.73054	4.40923	12.3164	13.1055	3.87061	22.7149	11.7226
PRKG1	8.55209	9.52265	2.53789	2.60805	2.53789	8.55209	6.0738	8.56764	8.99761	4.00848	5.56359	1.56064	2.61508
PRMT1	137.916	124.408	128.43	63.9674	128.43	137.916	173.372	97.8956	43.9647	47.5449	158.67	75.2721	91.7326
PRMT6	26.3958	24.7144	12.9169	13.9816	12.9169	26.3958	16.4486	20.1151	13.7997	12.511	16.8112	7.88937	19.4463
PRMT7	10.2541	10.0669	11.4103	6.69318	11.4103	10.2541	9.50543	5.95365	10.0846	10.146	9.20188	10.7561	6.24444
PRPF38A	33.4226	32.5806	29.5844	33.3856	29.5844	33.4226	41.0961	46.274	18.4555	22.1373	38.296	10.8411	20.0061
PRPF6	30.476	28.8485	37.417	25.2911	37.417	30.476	35.789	24.1991	29.812	31.7855	32.055	58.2999	23.4527
PRPS1	174.752	168.638	65.1308	81.6974	65.1308	174.752	75.8587	79.0571	11.0323	11.1876	65.6094	9.02479	14.5716
PRPSAP1	19.0506	18.9631	20.402	20.3685	20.402	19.0506	22.4179	24.367	15.4325	11.9271	21.724	26.7078	13.0694
PRPSAP2	44.881	44.4901	37.0434	51.2847	37.0434	44.881	47.9132	61.5429	22.2939	18.7908	48.2604	29.9774	19.3076
PRR11	22.1249	24.1223	30.698	34.4022	30.698	22.1249	23.6266	27.7858	3.6376	3.92682	23.2707	1.38302	8.91744
PRR32	1	1	1	1	1	1	1	1	1.03977	1.21126	1.1721	1	1
PRRG4	1.64528	1.71217	1.62286	1.90684	1.62286	1.64528	1.27285	1.34687	5.42069	6.32193	1.44009	9.33046	5.94061
PSMA3	318.131	306.049	207.212	305.793	207.212	318.131	222.126	277.792	35.4996	51.0908	218.743	154.91	47.5765
PSMA5	54.5324	50.7257	32.3428	44.2306	32.3428	54.5324	37.5362	45.8148	13.4567	19.4768	39.1089	56.3887	13.8227
PSMD14	136.698	138.49	93.8058	135.634	93.8058	136.698	100.179	124.345	16.0365	18.8023	104.06	38.4882	29.6427
PSME4	52.7256	53.8898	56.2217	69.5692	56.2217	52.7256	26.4798	32.8965	12.3175	9.72608	26.0407	6.91937	7.35701
PSMG2	70.2196	70.3141	44.5671	62.0775	44.5671	70.2196	76.3876	91.0064	29.102	37.6379	74.7416	93.1115	44.0573
PTBP2	41.6505	41.308	23.6715	29.0738	23.6715	41.6505	23.4411	28.8064	15.3545	8.27494	23.6556	2.83178	6.62789
PTGER3	1.26995	1.25832	1.12044	1.30191	1.12044	1.26995	1.02064	1.12403	7.19269	1.92034	1.11739	1	2.60864
PTGER4	1.49327	1.3379	1.07806	1.17003	1.07806	1.49327	1.09709	1.20239	9.13856	4.59609	1.20098	30.575	21.2105
PTGER4P2-CDK2AP2P2	1	1	1	1	1	1	1	1	1	1.01231	1	1	1.03014
PTGES3	340.601	351.99	198.393	295.119	198.393	340.601	309.252	405.143	61.3363	82.339	303.95	116.314	166.381
PTGFR	1.05297	1.10524	2.73856	2.05918	2.73856	1.05297	1.06048	1.02909	2.24006	1.20886	1.15934	1	1.81784
PTGFRN	7.95303	7.73227	14.7454	13.3916	14.7454	7.95303	22.7474	19.9076	16.7203	7.63155	19.6918	5.23348	18.6241
PTGR2	12.3366	13.8247	7.07472	5.44356	7.07472	12.3366	9.06749	11.1966	6.59333	8.30458	8.27159	15.1338	6.46863
PTH2R	1.17412	1.12011	1	1.03108	1	1.17412	1.0207	1	1.01621	1	1.02337	1	1.04209
PTPN11	46.273	50.6496	47.4274	58.791	47.4274	46.273	48.839	56.5248	18.7451	21.8097	48.6327	19.5658	24.9419
PTPN13	38.3694	39.0346	20.0207	28.4501	20.0207	38.3694	36.7353	48.5629	9.31167	9.42915	38.1151	1.46251	1.44658
