Genes	AS1	D4CF1	ES1	FS1	AS1	D4CF2	ES2	FS2	AS3	D4CF3	DE3	ES3
SNORA26	42.1931	27.0696	141.61	50.5115	1	1	128.777	127.97	34.856	1	59.5001	30.3335
SNORA27	13.0365	480.902	124.258	37.5837	1	64.9629	337.026	149.402	128.379	1	72.7932	142.425
SNORA28	1	1	1	1	1	1	1	1	1	1	1	26.7136
SNORA29	8.90428	31.014	37.792	15.8761	1	1	1	9.12116	50.2807	1	1	26.3288
SNORA2A	1	52.9732	17.9894	6.66769	1	1	13.1305	19.7505	10.8474	1	1	10.7467
SNORA2B	1	33.6879	17.0279	1	1	1	12.444	1	1	1	1	10.1951
SNORA30	1	1	1	1	1	10.6929	15.5489	1	1	1	1	12.6898
SNORA31	1	60.4927	22.5152	75.2707	1	1	78.0407	49.4311	59.6706	1	10.1657	62.1335
SNORA32	29.4075	108.868	14.2228	205.236	1	51.3197	114.294	15.5935	125.17	1	158.336	16.1717
SNORA33	10.6833	74.5383	262.422	72.8607	1	43.8813	142.601	199.98	43.5162	1	75.2589	104.432
SNORA34	42.6313	17.344	9.01396	1	1	39.1216	58.22	9.84467	10.1429	1	15.6703	10.1951
SNORA35	1	1	1	1	1	1	1	1	1	1	1	1
SNORA36A	1	1	1	5.42136	1	1	1	1	1	1	1	1
SNORA36B	1	1	1	1	1	10.1119	1	1	1	1	1	1
SNORA36C	1	1	11.8519	1	1	1	1	1	1	1	1	1
SNORA37	1	1	1	1	1	1	1	1	25.9408	1	10.3253	1
SNORA38	20.9591	19.9471	1	1	1	36.3547	54.0669	11.2534	1	1	1	11.6596
SNORA38B	1	19.9471	1	13.3153	1	1	1	11.2534	1	1	1	1
SNORA4	61.2613	344.226	225.394	178.181	1	61.9946	344.324	186.74	92.4293	47.3843	59.6836	332.026
SNORA40	1	45.2633	142.074	72.0485	1	42.2969	171.462	96.8139	163.709	89.6452	40.7307	38.3538
SNORA41	20.9591	19.9471	47.4519	19.4738	1	27.516	67.3336	62.5204	45.2087	1	26.5104	54.2982
SNORA43	89.7897	121.758	3.28199	33.2018	1	87.4856	44.0222	30.0954	30.6579	1	52.5775	40.2778
SNORA44	20.9591	57.8414	93.9037	81.0496	1	9.83867	67.3336	52.267	56.2609	188.977	26.5104	11.6596
SNORA45A	32.8279	41.2855	159.026	7.51545	1	1	15.1039	99.1037	12.9711	1	10.04	46.3291
SNORA45B	11.288	79.1311	115.93	19.9998	1	19.2237	42.0304	85.5626	1	1	1	22.9782
SNORA46	1	1	9.4947	1	1	1	13.1305	1	1	1	1	1
SNORA47	17.7296	1	8.78711	16.6825	1	1	12.1201	9.59431	45.0829	44.841	1	1
SNORA48	137.873	538.056	213.368	74.6909	1	114.144	340.654	244.756	109.322	53.0913	39.8759	449.348
SNORA49	26.8254	50.0319	9.01396	1	1	31.4973	12.444	1	1	1	1	1
SNORA51	10.9796	95.7356	75.323	13.3153	1	9.83867	67.3336	62.5204	12.0522	1	1	32.9789
SNORA52	29.1957	18.844	88.4949	53.4264	1	34.2964	50.9774	39.6258	72.5956	56.2811	9.00838	101.39
SNORA53	2.99612	31.3185	6.57479	5.0671	1	8.07166	15.5949	9.20355	9.63366	1	5.25216	6.33036
SNORA54	1	1	1	1	1	1	1	14.6434	17.168	123.295	1	1
SNORA55	1	33.6879	1	27.8455	1	1	35.332	9.84467	55.8576	1	8.33515	28.5853
SNORA56	1	1	2.09985	5.03637	1	1	1	7.37409	31.5153	69.6407	1	1
SNORA57	44.4166	12.7759	12.5482	12.8506	1	17.48	1	1	7.08947	26.5547	6.28495	7.62503
SNORA58	1	1	2.11529	1	1	1	1	3.46181	1	1	1	2.27967
SNORA59B	1	1	1	1	1	1	1	1	1	1	1	1
SNORA5A	1	36.6881	9.74949	12.6503	1	25.9725	25.9887	10.6566	31.6886	1	1	11.0391
SNORA5B	1	1	47.4519	7.15766	1	18.6776	1	1	12.0574	1	9.50345	22.3194
SNORA5C	9.6103	1	9.01396	22.4764	1	23.8732	12.444	18.6895	19.2902	47.3584	1	19.3903
SNORA6	50.6189	118.758	110.706	52.3528	1	33.9672	157.669	134.831	61.8947	1	43.287	93.7504
SNORA60	9.86167	1	17.4994	6.51575	1	8.84858	1	10.1048	10.4862	1	1	29.3967
SNORA61	43.4372	101.714	257.792	111.763	1	66.7749	127.935	142.705	228.45	215.611	100.44	102.991
SNORA62	33.7853	125.492	184.127	25.5343	1	20.3647	88.1755	152.589	32.3662	1	33.5985	82.7122
SNORA63	612.369	1092.44	383.264	171.031	1	518.228	425.571	357.262	227.491	1	288.684	283.657
SNORA64	47.9928	197.284	97.2444	30.1258	1	59.2686	125.943	116.877	31.6838	1	33.0335	41.1561
SNORA65	1	17.8247	25.749	17.5472	1	8.84858	36.3418	28.3145	10.4862	50.0875	8.55091	19.9311
SNORA66	20.56	56.1615	73.2904	72.8609	1	1	65.3642	60.9305	22.2581	1	17.8424	52.7332
SNORA67	69.8677	442.287	201.349	172.821	1	92.4918	641.864	195.583	266.145	279.184	59.6812	515.925
SNORA68	20.3666	129.692	73.1163	1	1	18.1525	39.6185	1	11.629	1	9.25098	11.3432
SNORA69	1	19.9471	19.5807	13.3153	1	18.6773	27.5334	21.5068	1	1	26.5104	1
SNORA70	55.7492	18.3887	51.9684	120.021	1	49.4924	73.7953	66.6273	325.98	209.269	16.5582	79.0097
SNORA70B	1	1	1	1	1	1	1	10.6564	1	1	1	1
SNORA70C	1	1	1	1	1	1	1	1	1	1	1	1
SNORA70D	1	1	1	1	1	1	1	1	1	1	1	1
SNORA70E	1	1	1	1	1	1	1	1	1	1	1	1
SNORA70F	1	1	1	12.3354	1	1	1	1	30.5423	1	1	1
SNORA70G	1	1	1	1	1	1	1	1	8.66014	1	1	8.98639
SNORA71A	34.4592	143.932	39.9356	6.22751	1	38.0425	45.4802	35.3772	18.6331	1	15.255	9.93482
SNORA71B	9.86167	1	75.2471	12.0315	1	16.6972	71.6836	37.4193	19.9723	1	8.55091	29.3967
SNORA71C	9.36479	1	1	21.91	1	8.4085	1	9.59431	18.6331	1	1	9.93482
SNORA71D	9.36479	48.644	1	1	1	45.451	23.2401	1	1	1	15.255	1
SNORA71E	1	1	1	6.51575	1	1	1	10.1048	1	1	1	1
SNORA72	20.9591	114.683	47.4519	68.7343	1	18.6773	80.6003	62.5204	56.2609	1	9.50345	43.6385
SNORA74A	3.10225	60.6316	20.4977	1	1	6.57276	23.2681	20.359	1	1	9.94527	12.1907
SNORA74B	2.9537	1	1	2.30625	1	1	6.19445	1	1	1	1	3.08683
SNORA75	1	1	17.0279	27.8455	1	1	12.444	9.84467	37.5717	1	1	1
SNORA76A	1	1	1	12.0315	1	8.84858	1	1	1	1	1	19.9311
SNORA76C	1	1	1	24.9536	1	1	1	1	11.629	1	1	1
SNORA77	1	1	1	31.1479	1	1	17.5281	26.5479	30.5681	1	1	1
SNORA78	1	1	1	15.2097	1	1	1	1	1	1	1	1
SNORA79	1	1	8.3584	1	1	1	1	9.12116	1	1	7.73512	1
SNORA7A	1	31.8548	8.55991	1	1	4.87379	1	17.3197	24.9672	16.581	1	15.6412
SNORA7B	9.1302	31.8719	8.56872	11.1815	1	1	33.4246	9.35328	1	1	7.92763	9.68424
SNORA8	228.646	325.154	409.711	102.815	1	332.234	530.601	368.544	145.603	42.5146	278.105	296.264
SNORA80A	1	1	1	1	1	8.84862	1	10.105	1	1	8.55094	1
SNORA80B	10.0409	1	1	28.5787	1	8.84884	1	1	48.4614	1	1	10.4729
SNORA80E	1	18.844	1	1	1	1	25.9887	1	1	1	1	21.0781
SNORA81	13.7153	127.771	109.641	35.5849	1	31.9678	143.437	85.5673	38.5737	1	9.74417	83.2328
SNORA84	16.3009	1	19.0291	1	1	9.57625	1	1	1	1	9.25098	21.6863
SNORA9	30.0498	37.7692	64.1018	24.9536	1	18.1525	39.6185	50.7449	22.2581	1	17.502	1
SNORD10	26.4629	37.2578	24.7044	81.9697	1	29.1899	43.3126	14.0808	82.7042	27.7314	1	75.7948
SNORD100	511.815	485.914	1784.27	162.056	1	1	510.303	657.039	1	1	327.443	137.406
SNORD101	1	616.438	604.537	1	1	1	862.855	500.574	1	1	1	174.122
SNORD102	353.88	4020.85	493.765	69.0636	1	469.806	1642.9	1269.97	1	1	602.368	1320.25
SNORD103A	1	1	1	1	1	1	1	1	1	1	1	1
SNORD104	96.9379	365.294	358.249	130.445	1	255.91	383.616	198.141	965.715	1	164.495	205.951
SNORD105	1	1	1	1	1	1	1	1	1	1	1	1
SNORD105B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD107	1	1	1	67.6958	1	1	1	1	1	1	1	1
SNORD108	1	1	1	1	1	853.325	1	1	1	1	1	335.595
SNORD109B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD11	1	282.695	208.186	1	1	1	1	77.221	1	1	1	80.2408
SNORD110	138.914	524.686	2183.63	171.574	1	856.033	1101.05	1276.29	1	1	1	737.563
SNORD111	43.7669	1	1	1	1	38.8777	1	1	1	1	1	1
SNORD111B	1	1	1	1	1	28.2668	1	1	1	1	1	1
SNORD113-1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD113-2	1	1	1	73.4697	1	1	1	1	1	1	1	1
SNORD113-4	1	1	1	1	1	1	1	1	1	1	1	1
SNORD113-5	1	1	1	1	1	1	1	1	1	1	1	1
SNORD113-6	1	1	1	1	1	1	1	1	1	1	1	1
SNORD113-7	1	1	1	1	1	1	1	1	1	1	1	1
SNORD113-9	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-1	1	1	1	73.4697	1	1	1	1	1	1	1	1
SNORD114-10	1	1	1	73.4697	1	1	1	1	1	1	1	1
SNORD114-11	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-12	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-13	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-14	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-15	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-16	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-17	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-18	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-19	1	1	1	61.2925	1	1	1	1	1	1	1	1
SNORD114-2	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-20	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-21	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-22	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-23	1	1	1	73.4697	1	1	1	1	1	1	1	1
SNORD114-24	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-25	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-26	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-27	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-28	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-29	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-3	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-30	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-31	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-4	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-5	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-6	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-7	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-8	1	1	1	1	1	1	1	1	1	1	1	1
SNORD114-9	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-1	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-10	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-11	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-13	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-14	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-15	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-16	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-17	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-19	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-2	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-20	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-21	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-22	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-23	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-24	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-25	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-26	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-27	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-28	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-29	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-3	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-30	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-31	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-32	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-33	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-34	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-35	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-37	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-38	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-39	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-4	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-40	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-41	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-44	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-45	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-46	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-47	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-48	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-5	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-6	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-7	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-8	1	1	1	1	1	1	1	1	1	1	1	1
SNORD115-9	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-1	74.9428	1	138.672	20.7966	1	33.7447	99.2987	1	1	1	1	40.4908
SNORD116-10	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-11	1	1	1	23.3992	1	1	1	1	1	1	1	1
SNORD116-12	1	1	80.6268	1	1	1	1	88.8808	1	1	37.4411	1
SNORD116-13	1	1	80.6268	1	1	1	57.8539	132.821	1	1	1	138.044
SNORD116-14	1	82.1969	80.6268	1	1	1	1	176.762	1	1	1	183.725
SNORD116-15	86.5339	163.394	1	1	1	1	57.8539	1	1	1	1	1
SNORD116-16	1	1	1	1	1	1	57.8539	1	1	1	1	1
SNORD116-17	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-18	1	1	40.8134	1	1	1	1	44.9404	1	1	1	1
SNORD116-19	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-2	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-20	1	244.591	80.6268	23.3992	1	1	228.416	132.821	1	1	1	46.6813
SNORD116-21	43.7669	488.182	319.507	1	1	190.388	512.685	747.987	1	1	73.8822	46.6813
SNORD116-22	214.835	325.788	638.015	1	1	76.7554	512.685	791.928	1	1	37.4411	320.769
SNORD116-23	1	1	200.067	1	1	38.8777	1	88.8808	1	1	1	138.044
SNORD116-24	86.5339	244.591	120.44	68.1975	1	38.8777	114.708	88.8808	1	1	1	320.769
SNORD116-25	1	1	1	1	1	1	1	1	1	1	37.4411	1
SNORD116-26	1	134.955	1	20.0186	1	1	1	37.2456	1	1	1	38.6816
SNORD116-27	43.7669	82.1969	160.254	90.5967	1	1	1	88.8808	1	1	37.4411	1
SNORD116-28	1	86.3853	252.203	1	1	1	120.573	509.277	1	1	1	337.264
SNORD116-29	1	1	1	1	1	1	1	72.7468	1	1	1	1
SNORD116-30	1	1	1	34.5585	1	1	1	1	1	1	1	75.5894
SNORD116-4	318.498	871.71	789.191	96.093	1	250.956	469.976	943.385	148.971	1	121.238	603.906
SNORD116-5	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-6	1	1	1	1	1	1	1	73.4911	1	1	1	1
SNORD116-7	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-8	1	1	1	1	1	1	1	1	1	1	1	1
SNORD116-9	1	1	1	1	1	1	1	1	1	1	1	1
SNORD117	128.705	1	119.885	1	1	114.104	340.536	132.208	1	1	327.446	819.437
SNORD119	1	1	73.1991	1	1	1	52.5504	1	1	1	1	1
SNORD11B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD12	1	100.87	343.786	107.512	1	94.1776	560.429	433.364	1	1	45.8224	169.561
SNORD121A	1	1	93.8607	1	1	1	67.3029	1	148.065	1	1	1
SNORD121B	1	1	80.4458	144.16	1	82.7848	1	1	1	1	1	1
SNORD123	1	1	1	1	1	1	79.0397	61.3142	1	1	1	63.7038
SNORD124	1	1	1	79.401	1	1	38.5062	1	1	1	1	1
SNORD125	1	1	1	1	1	1	1	1	1	1	1	1
SNORD126	1	1	1	1	1	1	1	1	1	1	29.7045	1
SNORD127	34.6873	256.834	95.0826	55.8419	1	30.8361	45.7835	70.2234	69.0711	1	1	36.983
SNORD12B	29.2135	54.5653	289.912	63.7212	1	1	376.062	348.847	151.3	1	1	242.086
SNORD12C	1	196.066	1	182.997	1	1	1	528.808	1	1	1	1
SNORD15A	1	13.0859	12.8528	1	1	6.63916	9.46253	1	7.28494	1	1	1
SNORD15B	81.521	434.149	57.2206	9.50727	1	137.689	125.884	111.307	1	1	23.8702	36.8382
SNORD16	1	1	120.878	106.48	1	1	1	67.152	1	1	28.4309	35.3865
SNORD17	19.9132	34.661	7.61049	5.80002	1	16.7048	35.5683	20.4373	16.9717	1	8.05308	8.57824
SNORD18A	212.096	401.785	197.517	78.2775	1	1	281.628	434.776	1	1	360.744	226.481
SNORD18B	1	1	197.517	1	1	1	1	1	1	1	1	1
SNORD18C	1	1	1	379.549	1	252.664	1	1	1	1	1	1
SNORD19	1	1	119.884	162.056	1	1	1	1	1	1	1	1
SNORD19B	1	86.5348	42.8671	164.571	1	1	120.657	1	237.442	1	1	1
SNORD1A	1	1	1	1	1	1	1	1	1	1	1	1
SNORD1B	1	1	1	64.9876	1	1	1	1	1	1	1	1
SNORD1C	111.239	1	1	49.0267	1	1	294.423	114.264	1	1	1	1
SNORD2	212.146	401.846	1376.69	619.232	1	187.963	1404.23	217.942	1	1	1	1
SNORD20	1	1	1	1	1	1	1	1	1	1	1	1
SNORD21	42.5191	155.6	342.783	129.903	1	1	488.024	336.577	485.388	1	37.1158	566.31
SNORD22	205.621	937.951	1043.09	147.335	1	267.512	849.066	1002.71	100.073	192.334	298.429	463.844
SNORD23	1	1	1	13.1906	5025.5	1	1	1	32.7236	1	1	1
SNORD24	1	1	1	1	1	123.148	1	1	1	1	1	1
SNORD25	569.297	1	530.05	663.46	1	755.991	1134.23	292.945	1	1	1	911.536
SNORD26	276.829	524.686	1028.12	228.433	1	123.148	367.684	284.397	1	1	353.545	590.251
SNORD27	706.76	1005.96	986.53	69.0636	1	1	1877.46	1632.53	1	1	452.026	377.927
SNORD28	1518.06	3928.65	5136.59	285.291	1	1955.36	3851.18	4393.66	1	1	2821.36	1916.06
SNORD29	355.563	6059.53	6932.6	547.71	1	3769.33	2357.76	3643.91	1	1	3324.3	2652.07
SNORD30	1	401.785	787.069	155.555	1	187.963	281.628	434.776	1	1	540.615	226.481
SNORD31	1	1	478.138	177.601	1	227.97	341.678	264.299	1	1	219.361	1
SNORD32A	85.6955	1	1	351.257	1	75.48	112.793	1	1	1	1	90.8245
SNORD32B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD33	159.414	600.383	147.948	38.0107	1	1	315.765	82.0903	482.593	1	1	169.606
SNORD34	1	1	590.419	102.621	1	1	1	1	1	1	1	1
SNORD35A	1	125.968	246.102	96.9814	1	1	176.004	136.255	857.328	1	57.0853	1
SNORD35B	63.1222	826.613	637.152	123.102	1	166.061	744.261	639.268	984.13	1	106.867	200.067
SNORD36A	7235.04	11390.6	10184.8	1158.08	1	6564.29	9148.74	10877.9	1	1	6315.37	4901.05
SNORD36B	193.669	1	359.727	290.879	1	1	513.264	594.867	1	1	165.171	1
SNORD36C	569.297	2698.41	1323.63	474.186	1	504.328	3022.95	584.891	1	1	243.119	608.024
SNORD37	1	1	1	1	1	281.381	421.847	1	1	1	1	1
SNORD38A	1	1	180.363	145.939	1	1	1	198.956	1	1	1	1
SNORD38B	233.127	441.714	1	83.5357	1	1	1	1	1	1	1	1
SNORD41	1	1	1	232.832	1	1	1	1	1	1	1	1
SNORD42A	453.979	1	422.696	1	1	1	603.222	1	1	1	1	1
SNORD42B	1	1	1	95.6372	1	1	1	1	1	1	1	1
SNORD43	1	1	1	1	1	1	1	1	1	1	1	553.753
SNORD44	2385.61	1	1110.97	600.922	1	1057	793.52	1226.02	1	1	1	1
SNORD45A	223.556	423.543	1451.3	71.4555	1	66.7043	1480.32	1677.86	399.72	1	64.2123	634.926
SNORD45B	1	1	539.09	290.879	1	1	769.397	594.867	1	1	1	1
SNORD45C	1	1	616.753	49.0267	1	1	147.55	227.527	1	1	94.9329	354.253
SNORD46	106.833	1	132.365	39.0372	1	32.2445	1	1	1	1	1	38.6816
SNORD47	2015.88	6976.78	4193.8	1066.73	1	1995.47	4412.74	4628.42	1	1	1919.83	887.193
SNORD48	1	1	1	1	1	1	1	1	1	1	1	1
SNORD49A	1	1	360.698	435.834	1	172.447	1537.8	595.658	1	1	823.262	206.868
SNORD49B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD4A	353.88	1340.97	1807.8	205.191	1	782.365	2112.03	1813.83	1	1	602.383	1697.19
SNORD4B	1	1	139.999	61.2925	1	1	1	154.419	1	1	128.238	160.497
SNORD5	1	924.156	453.653	705.186	1	1	1293.78	167.525	1	1	139.104	520.367
SNORD50A	138.914	1	257.78	1	1	123.148	184.342	142.699	1	1	1	1
SNORD50B	1	366.8	359.727	145.939	1	342.285	1	1	1	1	1	206.799
SNORD51	1	1	1	155.565	1	1	1	1	1	1	1	1
SNORD52	1	1	372.926	118.903	1	1	532.379	411.48	1	1	342.25	1
SNORD53	1	1	1	1	1	1	1	1	1	1	1	1
SNORD54	1	3441.09	1687.78	765.564	1	803.386	4216.3	3724.27	1	1	772.954	1936.39
SNORD55	1	1	1	603.925	1	1	1	1	1	1	1	1
SNORD56	193.669	1098.4	180.363	73.4697	1	171.643	1	198.956	1	1	1	1
SNORD56B	1	1	1	1	1	1	1	198.956	1	1	1	1
SNORD57	177.44	1675.94	1479.29	69.0636	1	313.538	1642.9	2176.38	1	1	301.684	1508.71
SNORD58A	356.281	2020.51	661.284	547.71	1	315.057	1	1	1	1	907.364	1
SNORD58B	1	1	1	303.334	1	1	1	1	1	1	1	1
SNORD58C	211.515	600.219	637.621	400.417	1	280.535	420.594	433.363	497.369	1	90.6445	506.68
SNORD59A	138.914	262.843	129.39	1	1	1	551.025	709.493	1	1	236.03	1
SNORD59B	1	262.843	129.39	171.574	1	123.148	1	1	1	1	1	1
SNORD6	1	1	718.453	653.227	1	1	769.397	594.867	1	1	329.341	824.195
SNORD60	79.9247	1	74.4741	149.043	1	1	1	163.181	1	1	135.501	1
SNORD61	1	1	1	1	1	1	1	1	1	1	1	1
SNORD62A	1	1	1	1	1	1	1	1	1	1	1	1
SNORD63	1	1	239.569	177.601	1	227.97	1	527.597	1	1	1	548.461
SNORD64	1	1	1	1	1	1	1	1	1	1	1	1
SNORD65	2108.22	1540.25	4075.69	705.199	1	1293.61	1078.32	2999.11	1	1	830.808	1559.16
SNORD66	1	1	1	54.6853	1	1	1	1	1	1	1	137.406
SNORD67	1	40.2296	20.4312	12.7786	1	1	28.5847	1	1	1	1	1
SNORD68	1	335.988	1643.55	273.254	1	1	1	1	1	1	301.684	754.935
SNORD69	1	1	221.674	102.498	1	1	1	1	1	1	102.243	1
SNORD7	1	1	1	20.7966	1	1	1	1	1	1	1	1
SNORD70	1	1	55.6493	1	1	1	1	61.3142	1	1	1	1
SNORD71	1	1	1	1	1	1	1	1	1	1	1	1
SNORD72	1	1	1	44.1483	1	1	1	1	1	1	1	1
SNORD73A	1	1	1	1	1	1	1	1	1	1	1	1
SNORD74	1	1	1	69.0636	1	157.269	1	1	1	1	1	189.464
SNORD75	1	3950.34	1291.99	1	1	615.111	1	1	1	1	1	741.632
SNORD76	988.195	1364.11	2256.77	615.387	1	1113.79	1432.67	2029.56	2982.76	1	1759.82	863.746
SNORD77	597.154	1	1665.95	150.98	1	1057	1	1226.02	1	1	1016.95	1911.34
SNORD78	1	1	4402.43	1	1	1	1	1	1	1	1	2526.07
SNORD79	449.725	1364.11	1922.58	451.55	1	954.82	1432.67	2213.98	1491.88	1	689.234	767.886
SNORD8	23.0382	84.6829	1	1	1	40.0374	1	1	1	1	1	24.54
SNORD80	386.338	1	897.816	798.167	1	683.57	2050.06	990.779	1	1	657.683	206.799
SNORD81	1	1	1	6839.69	1	1	1	1	1	1	1	1
SNORD82	1	1	129.39	1	1	1	1	1	1	1	1	1
SNORD83A	41.7603	232.856	342.222	65.4511	1	37.374	379.805	461.094	195.526	1	35.6909	392.317
SNORD83B	91.0062	171.776	210.523	164.571	1	160.682	240.155	232.084	120.162	1	39.3275	577.452
SNORD84	111.24	838.463	719.38	289.16	1	98.6359	1173.4	340.791	1	1	94.9351	707.506
SNORD85	1	1	1	1	1	1	1	1	1	1	1	1
SNORD86	1	1	1	1	1	1	1	1	102.127	1	1	1
SNORD87	1	1	714.306	376.799	1	227.208	680.071	132.22	1	1	109.815	1
SNORD88A	1	1	35.4283	1	1	1	1	1	1	1	1	40.5414
SNORD88B	74.9598	1	69.8464	40.5938	1	33.7447	1	114.958	81.7188	1	1	1
SNORD88C	1	1	35.4283	60.3904	1	1	1	1	81.7188	1	1	1
SNORD89	19.2066	139.268	85.7463	139.411	1	49.3756	97.8148	38.4124	127.369	320.603	32.0272	78.7894
SNORD9	1	161.696	27.2647	1	1	1	38.5062	29.9873	1	1	1	31.1357
SNORD90	1	1	1	1	1	1	1	1	1	1	1	1
SNORD91A	1	1	1	1	1	1	1	49.6362	132.508	1	1	1
SNORD91B	1	1	1	1	1	1	1	68.6273	286.443	1	1	71.3066
SNORD92	1	1	1	1	1	1	1	1	1	1	1	1
SNORD93	1	284.479	139.999	1	1	1	1	1	1	1	1	160.485
SNORD94	1	1	1	81.5364	1	1	23.888	9.84467	28.4288	1	1	1
SNORD95	1	1	1	128.427	1	1	1	1	1	1	1	1
SNORD96A	177.44	1340.95	493.765	273.254	1	1	1173.79	1	1	1	151.342	377.927
SNORD96B	1	1	1	1	1	1	1	1	1	1	1	1
SNORD97	120.63	299.106	49.7236	43.3692	1	113.576	80.5173	70.1383	69.9412	1	71.0803	64.8911
SNORD98	1	1	1	95.6372	1	1	1	1	1	1	1	1
SNORD99	1	1	90.3123	173.593	1	1	128.539	395.281	965.715	1	82.7473	205.951
SNPH	1.19603	1.20935	1.60451	2.91293	3.25695	1.15192	1.21174	1.70493	1.26082	4.19173	1.08352	1.37952
SNRK	7.77698	8.23934	6.20069	16.0625	18.5039	7.694	7.64646	7.08987	13.8173	18.7133	8.60473	7.72712
SNRK-AS1	1.09868	2.48009	1.85003	2.43609	2.05796	1.13661	1.93933	1.66654	1.84175	2.88818	1.11188	1.61128
SNRNP200	84.4077	64.7082	90.9683	52.1784	26.3253	94.5443	70.5093	91.0542	57.1569	22.9585	78.5146	84.6585
